date,reserve,min,max,planned,coal
2017-06-09,26.046,,,0.0,антрацит
2017-07-28,60.064,,,74.00245161290323,антрацит
2017-04-05,12.659,,,10.886666666666661,антрацит
2017-06-07,24.405,,,0.0,антрацит
2017-07-19,46.384,,,66.05196774193548,антрацит
2017-04-04,13.208,,,10.94,антрацит
2017-05-19,19.765,,,29.89677419354839,антрацит
2017-04-19,12.23,,,10.14,антрацит
2017-06-16,19.866,,,0.0,антрацит
2017-06-02,27.343,,,0.0,антрацит
2017-03-16,14.225,,,15.532258064516128,антрацит
2017-05-05,6.318,,,20.954838709677418,антрацит
2017-07-20,49.351,,,66.93535483870969,антрацит
2017-02-22,24.106,,,45.875,антрацит
2017-05-24,30.98,,,33.090322580645164,антрацит
2017-06-13,22.384,,,0.0,антрацит
2017-03-14,16.437,,,16.061290322580646,антрацит
2017-07-14,38.043,,,61.63503225806451,антрацит
2017-04-20,11.689,,,10.08666666666666,антрацит
2017-06-21,16.712,,,0.0,антрацит
2017-07-11,34.395,,,58.984870967741934,антрацит
2017-05-26,32.208,,,34.36774193548388,антрацит
2017-07-26,60.0,,,72.23567741935484,антрацит
2017-04-14,17.043,,,10.406666666666661,антрацит
2017-04-11,20.106,,,10.566666666666661,антрацит
2017-05-12,5.084,,,25.425806451612903,антрацит
2017-04-10,21.153,,,10.62,антрацит
2017-05-18,19.386,,,29.258064516129032,антрацит
2017-02-28,20.116,,,47.61071428571428,антрацит
2017-07-21,54.454,,,67.81874193548387,антрацит
2017-03-20,14.134,,,14.474193548387095,антрацит
2017-07-31,61.237,,,76.65261290322582,антрацит
2017-05-15,11.715,,,27.34193548387097,антрацит
2017-05-22,26.811,,,31.812903225806455,антрацит
2017-02-20,26.311,,,45.29642857142857,антрацит
2017-03-06,16.704,,,18.177419354838708,антрацит
2017-06-12,23.347,,,0.0,антрацит
2017-06-19,17.295,,,0.0,антрацит
2017-06-27,17.791,,,43.4642,антрацит
2017-04-25,13.223,,,9.819999999999993,антрацит
2017-03-30,18.027,,,11.641935483870967,антрацит
2017-04-06,14.171,,,10.833333333333327,антрацит
2017-06-22,17.492,,,35.1057,антрацит
2017-07-10,32.698,,,58.10148387096774,антрацит
2017-06-15,20.795,,,0.0,антрацит
2017-02-27,21.253,,,47.32142857142857,антрацит
2017-03-03,17.247,,,18.970967741935485,антрацит
2017-05-11,1.668,,,24.78709677419355,антрацит
2017-05-17,17.711,,,28.61935483870968,антрацит
2017-04-21,13.08,,,10.033333333333326,антрацит
2017-03-24,18.84,,,13.26774193548387,антрацит
2017-06-23,19.104,,,36.7774,антрацит
2017-05-30,28.8,,,36.92258064516129,антрацит
2017-05-04,6.603,,,20.316129032258065,антрацит
2017-03-23,13.526,,,13.538709677419355,антрацит
2017-06-14,21.595,,,0.0,антрацит
2017-04-12,19.149,,,10.513333333333327,антрацит
2017-05-03,7.854,,,19.677419354838708,антрацит
2017-04-27,11.558,,,9.713333333333326,антрацит
2017-05-10,1.005,,,24.148387096774194,антрацит
2017-05-23,28.304,,,32.45161290322581,антрацит
2017-03-17,13.064,,,15.267741935483869,антрацит
2017-07-05,32.0,,,53.68454838709677,антрацит
2017-04-24,13.86,,,9.873333333333326,антрацит
2017-02-24,22.108,,,46.45357142857143,антрацит
2017-02-23,23.172,,,46.16428571428571,антрацит
2017-05-13,7.057,,,26.06451612903226,антрацит
2017-07-27,60.271,,,73.11906451612903,антрацит
2017-06-26,17.751,,,41.7925,антрацит
2017-05-16,13.468,,,27.980645161290326,антрацит
2017-03-09,17.236,,,17.383870967741935,антрацит
2017-04-13,18.134,,,10.46,антрацит
2017-07-18,44.456,,,65.16858064516128,антрацит
2017-07-13,38.043,,,60.75164516129032,антрацит
2017-05-25,33.161,,,33.72903225806452,антрацит
2017-04-26,12.391,,,9.76666666666666,антрацит
2017-03-01,19.256,,,47.9,антрацит
2017-03-07,15.85,,,17.912903225806453,антрацит
2017-07-12,34.395,,,59.86825806451613,антрацит
2017-03-29,19.098,,,11.912903225806451,антрацит
2017-07-17,42.383,,,64.2851935483871,антрацит
2017-03-28,20.127,,,12.183870967741935,антрацит
2017-04-07,16.033,,,10.78,антрацит
2017-06-01,28.286,,,38.2,антрацит
2017-03-22,13.953,,,13.945161290322579,антрацит
2017-03-21,13.596,,,14.209677419354836,антрацит
2017-03-02,18.249,,,47.9,антрацит
2017-03-27,20.682,,,12.454838709677418,антрацит
2017-07-25,57.847,,,71.35229032258064,антрацит
2017-04-18,13.161,,,10.193333333333326,антрацит
2017-07-07,32.698,,,55.4513225806452,антрацит
2017-04-03,13.696,,,18.94,антрацит
2017-06-20,16.408,,,0.0,антрацит
2017-03-15,15.329,,,15.796774193548387,антрацит
2017-05-31,28.383,,,37.561290322580646,антрацит
2017-07-24,57.847,,,70.46890322580646,антрацит
2017-03-13,17.457,,,16.325806451612902,антрацит
2017-03-31,16.927,,,11.370967741935484,антрацит
2017-06-06,24.843,,,0.0,антрацит
2017-06-08,24.358,,,0.0,антрацит
2017-05-29,29.519,,,36.28387096774194,антрацит
2017-03-10,19.083,,,17.119354838709675,антрацит
2017-04-28,12.368,,,9.659999999999993,антрацит
